id,ball,over,runs,isBoundary,isWide,isNoball,shortText,text,preText,postText
119060,6,20,2,FALSE,FALSE,FALSE,"Chahar to Bumrah, 2 runs","overpithced at middle stump, clears the front leg and slogs to long-on's right. Comes back for the second",,"<p><b>8:06pm</b> We're ready to go. Shane Watson and M Vijay are padded up and waiting to come on. Mumbai form their huddle.<br></p><p><br></p><p>Dawolf: ""121/3 off 14 overs, 41/6 off the last 6. That's a.decent comeback when 180 would have been the minimum expected from there....""<br>Abhishek: ""@Kalindost.. certainly, Curran should open along side Watson, and should play the role of a pinch hitter.. CSK has had slow starts for way too long, time to change. Personally, I would love to see Ruturaj at no3, once he is fit to play. Dhoni and Rayudu at 4&5....""<br></p><p>Indian hockey captain and all round superstar Manpreet Singh is back in action after recovering from COVID-19 and despite the many challenges ahead of them, team coach Graham Reid is <a href="" https://www.espn.in/field-hockey/story/_/id/29919470/india-hockey-coaches-graham-reid-sjoerd-marijne-worried-team-lack-competitive-matches"" target=""_blank""> optimistic </a> about India's chances at the Olympics.</p><p><b>7:55pm, Innings break</b> Mumbai manage only 38 runs in their last 32 balls, and lose six wickets in the last six overs. The average first innings score here is 147, and the average winning score is 167. So it's not a bad total all in all, but you can see what they were going for - that 180-plus score. And why not, when you have this kind of batting in the middle order? Didn't come off for them today. That one over in particular, where Jadeja was assisted by two fantastic Faf du Plessis catches, has evened the game out. From there, Ngidi made his way back into the game after a nervous start. Quinton de Kock and Saurabh Tiwary the batting heroes tonight for Mumbai; Hardik Pandya threatened but not for long enough. This is superbly poised now thanks to that collapse. Forecaster has a 50-50 prediction now. Catch you in a bit!</p>"
119050,5,20,2,FALSE,FALSE,FALSE,"Chahar to Bumrah, 2 runs","leading edge <b>just</b> clears extra cover. Full and wide outside off, looks to slog. Head's looking leg side, the runs are on the off",,
119040,4,20,1,FALSE,FALSE,FALSE,"Chahar to Chahar, 1 run","another slower short ball. Hooks and connects this time, but straight to Jadeja at deep midwicket",,
119030,3,20,0,FALSE,FALSE,FALSE,"Chahar to Chahar, no run",<b>beaten.</b> Slower short ball in the corridor. Looks for the hook and can't connect,<p>Chahar holding his calf between balls. Now bowling to family...</p>,
119020,2,20,1,FALSE,FALSE,FALSE,"Chahar to Bumrah, 1 run","full outside off, gets forward and flicks to deep midwicket",,
119010,1,20,0,FALSE,FALSE,FALSE,"Chahar to Boult, OUT",loses his leg stump. Short of good length. Walks into the leg side and swings at that. Completely misses it,"<p>Ishan: ""When T Boult is your No 10. :/""<br>It's never a bad day when you get to see Trent Boult bat. Not sure if Mumbai Indians fans feel that way though...</p>",
118060,6,19,0,FALSE,FALSE,FALSE,"Ngidi to Chahar, no run","yorker outside off, watchfully kept out",,"<p>Ngidi today:<br><br></p><p>First 2 overs 29 runs, 0 wkts, 5 boundaries<br></p><p>Last 2 overs 9 runs, 3 wkts, 1 boundary<br></p>"
118050,5,19,0,FALSE,FALSE,FALSE,"Ngidi to Pattinson, OUT","<b>holes out to long-on.</b> It's that slam-in length again, just short of a good one. Going across the left hander. He's backing away and doesn't have a strong base for this pull. Just catching practice by the end of it, well within the playing area",,
118040,4,19,0,FALSE,FALSE,FALSE,"Ngidi to Pattinson, no run","short of a length at leg stump, swishes across the line and is beaten. It clears leg stump",,
118030,3,19,4,TRUE,FALSE,FALSE,"Ngidi to Pattinson, FOUR runs","dropped short at middle, pulled firmly to deep square's right and <b>Deepak Chahar completely misses that.</b> Covered the ground and got down at it, but was in a hurry to throw it back. Through his legs","<p>Kalindost: ""Can CSK experiment opening with Curran as Punjab did?"" --- There is a chance they could try him at No. 3 at some point, but CSK are usually not big on experiments</p>",
